分类         ,Material Number    ,CFN                ,Group    ,Ver. ,Plant ,Operation/activity ,Operation description ,OEE  ,调试时间   ,备注
器械         ,M463501B536        ,5597250-06         ,50218044 ,PV01 , 1303 ,                30 ,线切割（可外协）              ,0.74 ,   2.0 ,
器械         ,M463501B539        ,5597250-09         ,50218047 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B541        ,5485147-01         ,50218062 ,PV01 , 1303 ,                50 ,车削                    ,0.0  ,       ,
器械         ,M463501B543        ,5485147-01-01      ,50218063 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B544        ,5484147-01-02      ,50218064 ,PV01 , 1303 ,                20 ,数控铣                   ,0.7  ,   3.5 ,
器械         ,M463501B545        ,5485147-01-03      ,50218065 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B546        ,5484147-02-01      ,50218068 ,PV01 , 1303 ,                30 ,车削                    ,0.0  , 270.0 ,
器械         ,M463501B546        ,5484147-02-01      ,50218068 ,PV01 , 1303 ,                40 ,数控铣                   ,0.7  ,   2.0 ,
器械         ,M463501B547        ,5485147-02-02      ,50218069 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   4.5 ,
器械         ,M463501B548        ,5485147-03         ,50218070 ,PV01 , 1303 ,                10 ,车削（可外协）               ,0.0  ,       ,
器械         ,M463501B551        ,5597070-01         ,50218031 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B552        ,5597070-02         ,50218032 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   9.5 ,
器械         ,M463501B552        ,5597070-02         ,50218032 ,PV01 , 1303 ,                70 ,线切割                   ,0.86 ,   1.5 ,
器械         ,M463501B553        ,5597070-03         ,50218033 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B554        ,5597070-04         ,50218034 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B555        ,5597250-01-01      ,50218038 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  12.0 ,
器械         ,M463501B556        ,5597250-02-01      ,50218040 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  11.0 ,
器械         ,M463501B558        ,5597450-05         ,50218050 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B559        ,5597450-06         ,50218051 ,PV01 , 1303 ,                20 ,车削（可外协）               ,0.0  , 240.0 ,
器械         ,M463501B559        ,5597450-06         ,50218051 ,PV01 , 1303 ,                50 ,线切割（可外协）              ,0.74 ,   1.5 ,
器械         ,M463501B559        ,5597450-06         ,50218051 ,PV01 , 1303 ,                60 ,数控铣                   ,0.8  ,   9.0 ,
器械         ,M463501B559        ,5597450-06         ,50218051 ,PV01 , 1303 ,                70 ,线切割（可外协）              ,0.82 ,   2.0 ,
器械         ,M463501B561        ,5597450-07-01      ,50218053 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B561        ,5597450-07-01      ,50218053 ,PV01 , 1303 ,                40 ,线切割（可外协）              ,0.72 ,   2.0 ,
器械         ,M463501B564        ,5599130-02         ,50218180 ,PV01 , 1303 ,                10 ,线切割（可外协）              ,0.83 ,   2.5 ,
器械         ,M463501B564        ,5599130-02         ,50218180 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   9.0 ,
器械         ,M463501B565        ,5599130-08         ,50218181 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B570        ,5599130-01-01      ,50218179 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B572        ,5598047-01         ,50218103 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B573        ,5599130-09         ,50218182 ,PV01 , 1303 ,                30 ,车削（可外协）               ,0.0  , 480.0 ,
器械         ,M463501B573        ,5599130-09         ,50218182 ,PV01 , 1303 ,                40 ,数控铣                   ,0.55 ,   2.0 ,
器械         ,M463501B573        ,5599130-09         ,50218182 ,PV01 , 1303 ,                70 ,线切割                   ,0.7  ,   5.0 ,
器械         ,M463501B574        ,5599130-10         ,50218183 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B575        ,5599130-11         ,50218184 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B576        ,5599130-13         ,50218185 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,M463501B576        ,5599130-13         ,50235792 ,PV02 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,M463501B579        ,5597185-01-01      ,50218074 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B583        ,5597120-01-01      ,50218059 ,PV01 , 1303 ,                30 ,车削                    ,0.0  , 270.0 ,
器械         ,M463501B583        ,5597120-01-01      ,50218059 ,PV01 , 1303 ,                40 ,数控铣                   ,0.8  ,   4.5 ,
器械         ,M463501B584        ,5598049SF          ,50218055 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B585        ,5597520-01         ,50227488 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B590        ,5597550-01         ,50228792 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B590        ,5597550-01         ,50228792 ,PV01 , 1303 ,                50 ,线切割                   ,0.76 ,   1.0 ,
器械         ,M463501B592        ,5597550-03         ,50228794 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B593        ,5597550-04         ,50228795 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B598        ,5597501-01         ,50227494 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B599        ,5597516-02         ,50227495 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B600        ,5597516-03         ,50227496 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B602        ,5597055-01         ,50228617 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  17.0 ,
器械         ,M463501B603        ,5597055-02         ,50228618 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  16.0 ,
器械         ,M463501B605        ,5597060-01         ,50228621 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.0 ,
器械         ,M463501B606        ,5597060-02         ,50228622 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.0 ,
器械         ,M463501B608        ,5597600-01         ,50218747 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B609        ,NAV5597600-02      ,50218748 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B610        ,5597600-02         ,50218749 ,PV01 , 1303 ,                10 ,车削（可外协）               ,0.0  ,       ,
器械         ,M463501B612        ,5597520-02         ,50227489 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   6.0 ,
器械         ,M463501B613        ,5597520-04         ,50227491 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B614        ,5597550-05-01      ,50228797 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B615        ,5597550-05-02      ,50228798 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B617        ,5597141-01         ,50228607 ,PV01 , 1303 ,                10 ,线切割                   ,0.88 ,   3.0 ,
器械         ,M463501B617        ,5597141-01         ,50228607 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,M463501B617        ,5597141-01         ,50228607 ,PV01 , 1303 ,                90 ,线切割                   ,0.76 ,   2.0 ,
器械         ,M463501B618        ,5597141-02         ,50228608 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   9.0 ,
器械         ,M463501B618        ,5597141-02         ,50228608 ,PV01 , 1303 ,                60 ,线切割                   ,0.8  ,   1.5 ,
器械         ,M463501B619        ,5597141-03         ,50228609 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   7.5 ,
器械         ,M463501B620        ,5597141-04         ,50228610 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B621        ,5597141-05         ,50228611 ,PV01 , 1303 ,                20 ,数控铣                   ,0.7  ,   4.5 ,
器械         ,M463501B622        ,5597141-06         ,50228612 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   5.5 ,
器械         ,M463501B624        ,5597141-08         ,50228614 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B626        ,5597050-01         ,50228598 ,PV01 , 1303 ,                20 ,线切割（可外协）              ,0.89 ,   3.0 ,
器械         ,M463501B626        ,5597050-01         ,50228598 ,PV01 , 1303 ,                30 ,数控铣                   ,0.8  ,   6.5 ,
器械         ,M463501B627        ,5597050-02         ,50228599 ,PV01 , 1303 ,                20 ,线切割（可外协）              ,0.89 ,   3.0 ,
器械         ,M463501B627        ,5597050-02         ,50228599 ,PV01 , 1303 ,                30 ,数控铣                   ,0.8  ,   6.5 ,
器械         ,M463501B629        ,5597050-03-01      ,50228600 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  14.0 ,
器械         ,M463501B629        ,5597050-03-01      ,50237874 ,PV02 , 1303 ,                20 ,数控铣                   ,0.8  ,  14.0 ,
器械         ,M463501B630        ,5597050-03-02      ,50228601 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.0 ,
器械         ,M463501B631        ,5597050-03-03      ,50228591 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B634        ,5597050-04-01      ,50228602 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  12.0 ,
器械         ,M463501B634        ,5597050-04-01      ,50237875 ,PV02 , 1303 ,                20 ,数控铣                   ,0.8  ,  12.0 ,
器械         ,M463501B635        ,5597050-04-02      ,50228603 ,PV01 , 1303 ,                10 ,线切割（可外协）              ,0.88 ,   1.5 ,
器械         ,M463501B635        ,5597050-04-02      ,50228603 ,PV01 , 1303 ,                20 ,数控铣                   ,0.4  ,   1.0 ,
器械         ,M463501B637        ,5597050-04-04      ,50228604 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B637        ,5597050-04-04      ,50228604 ,PV01 , 1303 ,                50 ,线切割（可外协）              ,0.84 ,   1.5 ,
器械         ,M463501B638        ,5597050-04-05      ,50228595 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B640        ,5597050-06         ,50228597 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B644        ,5597170-03         ,50228587 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B645        ,5597170-01         ,50228585 ,PV01 , 1303 ,                10 ,线切割（可外协）              ,0.9  ,   3.0 ,
器械         ,M463501B645        ,5597170-01         ,50228585 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   5.0 ,
器械         ,M463501B645        ,5597170-01         ,50228585 ,PV01 , 1303 ,                50 ,线切割（可外协）              ,0.8  ,   1.5 ,
器械         ,M463501B646        ,5597170-02         ,50228586 ,PV01 , 1303 ,                10 ,线切割（可外协）              ,0.9  ,   3.0 ,
器械         ,M463501B646        ,5597170-02         ,50228586 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   5.5 ,
器械         ,M463501B646        ,5597170-02         ,50228586 ,PV01 , 1303 ,                50 ,线切割（可外协）              ,0.8  ,   1.5 ,
器械         ,M463501B660        ,7480114SF          ,50228387 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B662        ,5597545-01         ,50229183 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B662        ,5597545-01         ,50229183 ,PV01 , 1303 ,                80 ,线切割                   ,0.83 ,   3.5 ,
器械         ,M463501B664        ,5597510-01         ,50229189 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B664        ,5597510-01         ,50229189 ,PV01 , 1303 ,                60 ,线切割                   ,0.88 ,   5.0 ,
器械         ,M463501B665        ,5597510-02         ,50229187 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,M463501B665        ,5597510-02         ,50258863 ,PV02 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B666        ,5597500-05         ,50229188 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B666        ,5597500-05         ,50229188 ,PV01 , 1303 ,                40 ,线切割                   ,0.86 ,   2.0 ,
器械         ,M463501B668        ,5597500-01         ,50229184 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B668        ,5597500-01         ,50229184 ,PV01 , 1303 ,                60 ,线切割                   ,0.7  ,   6.0 ,
器械         ,M463501B669        ,5597500-02         ,50229175 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   7.5 ,
器械         ,M463501B670        ,5597500-08         ,50229176 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   6.0 ,
器械         ,M463501B670        ,5597500-08         ,50229176 ,PV01 , 1303 ,                30 ,线切割                   ,0.8  ,   2.0 ,
器械         ,M463501B673        ,5597500-12         ,50229177 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B675        ,8531630SF          ,50229889 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B675        ,8531630SF          ,50229889 ,PV01 , 1303 ,                60 ,线切割                   ,0.25 ,   1.5 ,
器械         ,M463501B682        ,7480235-01-01-KH   ,50233239 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B684        ,7480220-01-01-KH   ,50233238 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B689        ,6905774-01-KH      ,50237278 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  11.0 ,毛坯工艺
器械         ,M463501B689        ,6905774-01-KH      ,50237278 ,PV01 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,M463501B689        ,6905774-01-KH      ,50237279 ,PV02 , 1303 ,                10 ,线切割（可外协）              ,0.85 ,   4.5 ,
器械         ,M463501B689        ,6905774-01-KH      ,50237279 ,PV02 , 1303 ,                20 ,数控铣                   ,0.75 ,   4.5 ,线切割工艺
器械         ,M463501B689        ,6905774-01-KH      ,50237279 ,PV02 , 1303 ,                30 ,线切割                   ,0.78 ,   1.5 ,
器械         ,M463501B690        ,6905774-02-KH      ,50237280 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.0 ,毛坯工艺
器械         ,M463501B690        ,6905774-02-KH      ,50237281 ,PV02 , 1303 ,                10 ,线切割（可外协）              ,0.85 ,   4.5 ,
器械         ,M463501B690        ,6905774-02-KH      ,50237281 ,PV02 , 1303 ,                20 ,数控铣                   ,0.75 ,   4.5 ,线切割工艺
器械         ,M463501B694        ,5596022-01         ,50239973 ,PV01 , 1303 ,                40 ,线切割(外协)               ,0.0  ,       ,
器械         ,M463501B695        ,5596022-01-01      ,50239972 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  13.0 ,
器械         ,M463501B697        ,5596021-01         ,50240022 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  10.0 ,
器械         ,M463501B697        ,5596021-01         ,50240022 ,PV01 , 1303 ,                60 ,线切割                   ,0.82 ,   4.0 ,
器械         ,M463501B699        ,5596021-02-01      ,50240024 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  10.0 ,
器械         ,M463501B699        ,5596021-02-01      ,50240024 ,PV01 , 1303 ,                40 ,线切割                   ,0.74 ,   3.0 ,
器械         ,M463501B699        ,5596021-02-01      ,50240024 ,PV01 , 1303 ,                60 ,线切割                   ,0.75 ,   1.5 ,
器械         ,M463501B700        ,5596021-02-02      ,50240021 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   4.5 ,
器械         ,M463501B701        ,5596026SF          ,50239989 ,PV01 , 1303 ,                30 ,车削（可外协）               ,0.0  ,  60.0 ,
器械         ,M463501B701        ,5596026SF          ,50239989 ,PV01 , 1303 ,                40 ,数控铣                   ,0.8  ,   7.5 ,
器械         ,M463501B716        ,5596070-01-01      ,50253047 ,PV01 , 1303 ,                30 ,车削（可外协）               ,0.0  , 330.0 ,
器械         ,M463501B716        ,5596070-01-01      ,50253047 ,PV01 , 1303 ,                40 ,数控铣                   ,0.65 ,   4.5 ,
器械         ,M463501B717        ,7480031-01-KH-01   ,50253048 ,PV01 , 1303 ,                10 ,数控铣                   ,0.4  ,   1.3 ,
器械         ,M463501B719        ,5596073-01-01      ,50253121 ,PV01 , 1303 ,                30 ,车削（可外协）               ,0.0  , 360.0 ,
器械         ,M463501B719        ,5596073-01-01      ,50253121 ,PV01 , 1303 ,                40 ,数控铣                   ,0.5  ,   3.5 ,
器械         ,M463501B721        ,5597186-01-01      ,50254555 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B723        ,6550047-01-01      ,50254552 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B724        ,5596108-01         ,50255044 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.5 ,
器械         ,M463501B725        ,5596100-01         ,50255016 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   6.5 ,
器械         ,M463501B726        ,5596101-01         ,50255018 ,PV01 , 1303 ,                20 ,数控铣                   ,0.6  ,   6.0 ,
器械         ,M463501B727        ,5596106-01         ,50255002 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   7.0 ,
器械         ,M463501B728        ,5596106-02         ,50255003 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.0 ,
器械         ,M463501B729        ,5596106-03         ,50255004 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.0 ,
器械         ,M463501B730        ,5596106-04         ,50255005 ,PV01 , 1303 ,                20 ,数控铣                   ,0.65 ,   6.0 ,
器械         ,M463501B732        ,5596106-06         ,50255007 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B734        ,5596106-08         ,50255009 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B735        ,5596106-09         ,50255010 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B737        ,5580160-04         ,50255012 ,PV01 , 1303 ,                20 ,数控铣                   ,0.7  ,   5.0 ,
器械         ,M463501B741        ,5596113-02         ,50255021 ,PV01 , 1303 ,                20 ,数控铣                   ,0.3  ,   1.0 ,
器械         ,M463501B742        ,5596113-02-03      ,50255022 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.5 ,
器械         ,M463501B743        ,6550044-01         ,50255328 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B743        ,6550044-01         ,50255328 ,PV01 , 1303 ,                60 ,线切割                   ,0.73 ,   2.0 ,
器械         ,M463501B745        ,6550044-03         ,50255330 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B746        ,6550044-04         ,50255332 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B748        ,5596111-02         ,50255025 ,PV01 , 1303 ,                20 ,数控铣                   ,0.3  ,   1.0 ,
器械         ,M463501B749        ,5596111-02-01      ,50255026 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   5.5 ,
器械         ,M463501B750        ,5596111-02-02      ,50255027 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B752        ,5596111-03         ,50255029 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B754        ,5596111-02-03      ,50255028 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,  10.0 ,
器械         ,M463501B756        ,7480150-01-01      ,50255766 ,PV01 , 1303 ,                30 ,车削                    ,0.0  , 330.0 ,
器械         ,M463501B756        ,7480150-01-01      ,50255766 ,PV01 , 1303 ,                40 ,数控铣                   ,0.8  ,   5.5 ,
器械         ,M463501B757        ,6248586-02         ,50255557 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B758        ,6248686-02         ,50255558 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B759        ,6248786-02         ,50255559 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B760        ,6248886-02         ,50255560 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B761        ,6248986-02         ,50255561 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B762        ,6248086-02         ,50255562 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B763        ,6248186-02         ,50255563 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B764        ,6248286-02         ,50255564 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B765        ,6248386-02         ,50255565 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B766        ,6248486-02         ,50255566 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B767        ,6248564-02         ,50255567 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B768        ,6248664-02         ,50255568 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B769        ,6248764-02         ,50255569 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B770        ,6248864-02         ,50255570 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B771        ,6248964-02         ,50255571 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B772        ,6248064-02         ,50255572 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B773        ,6248164-02         ,50255573 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B774        ,6248264-02         ,50255574 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B775        ,6248364-02         ,50255575 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B776        ,6248464-02         ,50255576 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B777        ,6248541-02         ,50255577 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B778        ,6248641-02         ,50255578 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B779        ,6248741-02         ,50255579 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B780        ,6248841-02         ,50255580 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B781        ,6248941-02         ,50255581 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B782        ,6248041-02         ,50255582 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B783        ,6248141-02         ,50255583 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B784        ,6248241-02         ,50255584 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B785        ,6248341-02         ,50255585 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B786        ,6248441-02         ,50255586 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B787        ,6248541-01         ,50255587 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B787        ,6248541-01         ,50255587 ,PV01 , 1303 ,                20 ,数控铣                   ,0.7  ,   2.5 ,
器械         ,M463501B788        ,7759978-01         ,50255640 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B788        ,7759978-01         ,50255640 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B789        ,7759979-01         ,50255641 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B789        ,7759979-01         ,50255641 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,M463501B790        ,7759980-01         ,50255642 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B790        ,7759980-01         ,50255642 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B791        ,7759981-01         ,50268278 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B791        ,7759981-01         ,50268278 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B792        ,7759978-02         ,50255643 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B792        ,7759978-02         ,50255643 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B793        ,7759979-02         ,50255644 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B793        ,7759979-02         ,50255644 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,M463501B794        ,7759980-02         ,50255645 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B794        ,7759980-02         ,50255645 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B796        ,6274011-01         ,50255646 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B796        ,6274011-01         ,50255646 ,PV01 , 1303 ,                20 ,数控铣                   ,0.7  ,   2.5 ,
器械         ,M463501B797        ,66205256-01        ,50256071 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B798        ,66205256-02        ,50256072 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B799        ,66205278-01        ,50256073 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
