分类         ,Material Number    ,CFN                ,Group    ,Ver. ,Plant ,Operation/activity ,Operation description ,OEE  ,调试时间   ,备注
器械         ,M463501B800        ,66205278-02        ,50256074 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B801        ,66205290-01        ,50256075 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B802        ,66205290-02        ,50256076 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B803        ,66207456-01        ,50256077 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B804        ,66207456-02        ,50256078 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B805        ,66207478-01        ,50256079 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B806        ,66207478-02        ,50256080 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B807        ,66207490-01        ,50256081 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B808        ,66207490-02        ,50256082 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B809        ,66265256-01        ,50256083 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B810        ,66265256-02        ,50256084 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B811        ,66265278-01        ,50256085 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B812        ,66265278-02        ,50256086 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B813        ,66265290-01        ,50256087 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B814        ,66265290-02        ,50256088 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B815        ,66267456-01        ,50256089 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B816        ,66267456-02        ,50256090 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B817        ,66267478-01        ,50256091 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B818        ,66267478-02        ,50256092 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B819        ,66267490-01        ,50256093 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B820        ,66267490-02        ,50256094 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B821        ,66205256-03        ,50256095 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B821        ,66205256-03        ,50256095 ,PV01 , 1303 ,                20 ,数控铣                   ,0.65 ,   1.5 ,
器械         ,M463501B823        ,5598053-02-02      ,50256059 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B823        ,5598053-02-02      ,50256059 ,PV01 , 1303 ,                50 ,数控铣                   ,0.3  ,   2.0 ,
器械         ,M463501B824        ,5598053-02-07      ,50256060 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B826        ,5598053-03-01      ,50256062 ,PV01 , 1303 ,                40 ,车削（可外协）               ,0.0  , 730.0 ,
器械         ,M463501B827        ,4680017-01         ,50257092 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B828        ,46820820SF         ,50257206 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.5 ,
器械         ,M463501B829        ,46820420SF         ,50257208 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.5 ,
器械         ,M463501B830        ,46821820SF         ,50257210 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.5 ,
器械         ,M463501B831        ,46821420SF         ,50257212 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.5 ,
器械         ,M463501B832        ,46822820SF         ,50257214 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.5 ,
器械         ,M463501B833        ,46822420SF         ,50257216 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.5 ,
器械         ,M463501B834        ,5597511-01         ,50258250 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B834        ,5597511-01         ,50258250 ,PV01 , 1303 ,                50 ,线切割                   ,0.88 ,   5.0 ,
器械         ,M463501B835        ,5597511-02         ,50258549 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,M463501B837        ,5597511-08         ,50258550 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,M463501B837        ,5597511-08         ,50258550 ,PV01 , 1303 ,                30 ,线切割                   ,0.88 ,   2.0 ,
器械         ,M463501B838        ,5597511-12         ,50258552 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B839        ,5596029-01         ,50258369 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B839        ,5596029-01         ,50258369 ,PV01 , 1303 ,                50 ,线切割                   ,0.85 ,   5.0 ,
器械         ,M463501B840        ,5596029-02         ,50258379 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,M463501B841        ,5596029-03         ,50258370 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B841        ,5596029-03         ,50258370 ,PV01 , 1303 ,                40 ,线切割                   ,0.86 ,   2.0 ,
器械         ,M463501B842        ,7480756T-01        ,50258682 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B842        ,7480756T-01        ,50258682 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   1.0 ,
器械         ,M463501B843        ,7480757T-01        ,50258678 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B844        ,7480757T-02        ,50258679 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B845        ,7480758T-02        ,50258680 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B847        ,7480551-01         ,50258857 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,M463501B848        ,7480551-02         ,50258858 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   7.0 ,
器械         ,M463501B849        ,7480551-03         ,50258859 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B850        ,7480551-04         ,50258860 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B851        ,7480551-05         ,50258851 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B852        ,7480551-06-KH      ,50258852 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B855        ,7480552-02         ,50258861 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   7.5 ,
器械         ,M463501B856        ,7480553-02         ,50258862 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   8.5 ,
器械         ,M463501B857        ,3606176-01         ,50262639 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B857        ,3606176-01         ,50262639 ,PV01 , 1303 ,                50 ,线切割                   ,0.83 ,   2.0 ,
器械         ,M463501B858        ,3606176-02         ,50262643 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B858        ,3606176-02         ,50262643 ,PV01 , 1303 ,                30 ,线切割                   ,0.7  ,   2.0 ,
器械         ,M463501B858        ,3606176-02         ,50262643 ,PV01 , 1303 ,                70 ,线切割                   ,0.45 ,   1.5 ,
器械         ,M463501B859        ,3606176-03         ,50262640 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B860        ,3606176-04         ,50262641 ,PV01 , 1303 ,                10 ,车削                    ,0.0  ,  90.0 ,
器械         ,M463501B861        ,3606176-05         ,50262642 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B862        ,3606178-01         ,50262637 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B864        ,3606175-10         ,50263136 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B865        ,2986655-01         ,50263917 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B866        ,9560762-01         ,50264012 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,M463501B866        ,9560762-01         ,50264012 ,PV01 , 1303 ,                30 ,数控铣                   ,0.7  ,   4.0 ,
器械         ,M463501B866        ,9560762-01         ,50264012 ,PV01 , 1303 ,                60 ,线切割                   ,0.55 ,   2.0 ,
器械         ,M463501B867        ,9560762-02         ,50264013 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,  60.0 ,
器械         ,M463501B867        ,9560762-02         ,50264013 ,PV01 , 1303 ,                30 ,数控铣                   ,0.8  ,   4.5 ,
器械         ,M463501B867        ,9560762-02         ,50264013 ,PV01 , 1303 ,                60 ,线切割                   ,0.56 ,   2.0 ,
器械         ,M463501B868        ,9560762-03         ,50264014 ,PV01 , 1303 ,                20 ,数控铣                   ,0.65 ,   3.0 ,
器械         ,M463501B868        ,9560762-03         ,50264014 ,PV01 , 1303 ,                30 ,线切割                   ,0.88 ,   1.5 ,
器械         ,M463501B871        ,9560758-04         ,50264015 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B872        ,9560758-01         ,50264192 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,M463501B872        ,9560758-01         ,50264192 ,PV01 , 1303 ,                30 ,数控铣                   ,0.7  ,   4.0 ,
器械         ,M463501B872        ,9560758-01         ,50264192 ,PV01 , 1303 ,                70 ,线切割                   ,0.65 ,   3.5 ,
器械         ,M463501B873        ,9560758-02         ,50264193 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,M463501B873        ,9560758-02         ,50264193 ,PV01 , 1303 ,                30 ,数控铣                   ,0.8  ,   4.5 ,
器械         ,M463501B873        ,9560758-02         ,50264193 ,PV01 , 1303 ,                60 ,线切割                   ,0.8  ,   2.0 ,
器械         ,M463501B874        ,9560758-03         ,50264194 ,PV01 , 1303 ,                20 ,数控铣                   ,0.6  ,   2.5 ,
器械         ,M463501B874        ,9560758-03         ,50264194 ,PV01 , 1303 ,                30 ,线切割                   ,0.88 ,   1.5 ,
器械         ,M463501B876        ,2986045-01         ,50266736 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B877        ,2986050-01         ,50266738 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B878        ,2986055-01         ,50266740 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B879        ,2986250-01         ,50266742 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B880        ,2986255-01         ,50266744 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B881        ,2986450-01         ,50266746 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B882        ,2986455-01         ,50266748 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B883        ,2986650-01         ,50266750 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B884        ,36130000-03-SF     ,50264055 ,PV02 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B884        ,36130000-03-SF     ,50267335 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B885        ,36160013-SF        ,50264054 ,PV02 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B885        ,36160013-SF        ,50267284 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,M463501B886        ,9290725-01         ,50266885 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B887        ,9290825-01         ,50266887 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B889        ,9290925-01         ,50266889 ,PV01 , 1303 ,                20 ,数控铣                   ,0.75 ,   3.5 ,
器械         ,M463501B890        ,9291125-01         ,50266893 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   4.0 ,
