Material Number,CFN,Group,Ver.,Plant,Group Counter,Sequence,Operation/activity,Operation description,Work Center,Base Quantity,Task list UOM,Machine,Unit (Machine),Labor,Unit (Labor),Fix lot size,Min lot size,Rounding Value,Max lot size
M422659B001,8351511-04,50210879,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,40.0,S,20.0,S,0.0,90.0,0.0,271.0
M422659B001,8351511-04,50210879,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,20.0,S,0.0,90.0,0.0,271.0
M422659B001,8351511-04,50210879,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,90.0,0.0,271.0
M422659B001,8351511-04,50210879,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,45.6,S,0.0,90.0,0.0,271.0
M422659B001,8351511-04,50210879,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,2.5,S,0.0,90.0,0.0,271.0
M422659B002,8351512-04,50210880,PV01,1303,1,0,10,纵切车,KSL08-05,1,EA,495.6,S,277.8,S,0.0,76.0,0.0,229.0
M422659B002,8351512-04,50210880,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,40.0,S,20.0,S,0.0,76.0,0.0,229.0
M422659B002,8351512-04,50210880,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,20.0,S,0.0,76.0,0.0,229.0
M422659B002,8351512-04,50210880,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,76.0,0.0,229.0
M422659B002,8351512-04,50210880,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,45.6,S,0.0,76.0,0.0,229.0
M422659B002,8351512-04,50210880,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,2.5,S,0.0,76.0,0.0,229.0
M422660B001,8351511-02,50210881,PV01,1303,1,0,10,纵切车,KSL08-05,1,EA,660.0,S,330.0,S,0.0,147.0,147.0,442.0
M422660B001,8351511-02,50210881,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,40.0,S,20.0,S,0.0,147.0,147.0,442.0
M422660B001,8351511-02,50210881,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,20.0,S,0.0,147.0,147.0,442.0
M422660B001,8351511-02,50210881,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,147.0,147.0,442.0
M422660B001,8351511-02,50210881,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,147.0,147.0,442.0
M422660B001,8351511-02,50210881,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,4.0,S,0.0,147.0,147.0,442.0
M422660B002,8351512-02,50210882,PV01,1303,1,0,10,纵切车,KSL08-05,1,EA,780.0,S,390.0,S,0.0,115.0,115.0,346.0
M422660B002,8351512-02,50210882,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,40.0,S,20.0,S,0.0,115.0,115.0,346.0
M422660B002,8351512-02,50210882,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,20.0,S,0.0,115.0,115.0,346.0
M422660B002,8351512-02,50210882,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,115.0,115.0,346.0
M422660B002,8351512-02,50210882,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,115.0,115.0,346.0
M422660B002,8351512-02,50210882,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,4.0,S,0.0,115.0,115.0,346.0
M422661B001,8379130-01,50210883,PV01,1303,1,0,10,纵切车,KSL08-05,1,EA,500.4,S,250.2,S,0.0,78.0,78.0,234.0
M422661B001,8379130-01,50210883,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,78.0,78.0,234.0
M422661B001,8379130-01,50210883,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,78.0,78.0,234.0
M422661B001,8379130-01,50210883,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,78.0,78.0,234.0
M422661B001,8379130-01,50210883,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,78.0,78.0,234.0
M422661B001,8379130-01,50210883,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,2.4,S,0.0,78.0,78.0,234.0
M422661B002,8379141-01,50210884,PV01,1303,1,0,10,纵切车,KSL08-05,1,EA,540.0,S,270.0,S,0.0,71.0,71.0,214.0
M422661B002,8379141-01,50210884,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,71.0,71.0,214.0
M422661B002,8379141-01,50210884,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,71.0,71.0,214.0
M422661B002,8379141-01,50210884,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,71.0,71.0,214.0
M422661B002,8379141-01,50210884,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,71.0,71.0,214.0
M422661B002,8379141-01,50210884,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,2.4,S,0.0,71.0,71.0,214.0
M422662B001,9010001603-02,50210885,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,546.0,S,273.0,S,0.0,233.0,233.0,465.0
M422662B001,9010001603-02,50210885,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,233.0,233.0,465.0
M422662B001,9010001603-02,50210885,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,233.0,233.0,465.0
M422662B001,9010001603-02,50210885,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,233.0,233.0,465.0
M422662B001,9010001603-02,50210885,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,233.0,233.0,465.0
M422662B001,9010001603-02,50210885,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,3.0,S,0.0,233.0,233.0,465.0
M422662B002,9010001604-02,50210886,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,552.0,S,276.0,S,0.0,166.0,166.0,332.0
M422662B002,9010001604-02,50210886,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,166.0,166.0,332.0
M422662B002,9010001604-02,50210886,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,166.0,166.0,332.0
M422662B002,9010001604-02,50210886,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,166.0,166.0,332.0
M422662B002,9010001604-02,50210886,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,166.0,166.0,332.0
M422662B002,9010001604-02,50210886,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,3.0,S,0.0,166.0,166.0,332.0
M422662B003,9010001605-02,50210887,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,576.0,S,288.0,S,0.0,126.0,126.0,379.0
M422662B003,9010001605-02,50210887,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,40.0,S,20.0,S,0.0,126.0,126.0,379.0
M422662B003,9010001605-02,50210887,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,20.0,S,0.0,126.0,126.0,379.0
M422662B003,9010001605-02,50210887,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,126.0,126.0,379.0
M422662B003,9010001605-02,50210887,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,126.0,126.0,379.0
M422662B003,9010001605-02,50210887,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,5.0,S,0.0,126.0,126.0,379.0
M422662B004,9010001606-02,50210888,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,528.0,S,264.0,S,0.0,246.0,246.0,491.0
M422662B004,9010001606-02,50210888,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,246.0,246.0,491.0
M422662B004,9010001606-02,50210888,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,246.0,246.0,491.0
M422662B004,9010001606-02,50210888,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,246.0,246.0,491.0
M422662B004,9010001606-02,50210888,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,246.0,246.0,491.0
M422662B004,9010001606-02,50210888,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,3.0,S,0.0,246.0,246.0,491.0
M422662B005,9010001607-02,50210889,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,538.2,S,269.1,S,0.0,160.0,160.0,320.0
M422662B005,9010001607-02,50210889,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,160.0,160.0,320.0
M422662B005,9010001607-02,50210889,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,160.0,160.0,320.0
M422662B005,9010001607-02,50210889,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,160.0,160.0,320.0
M422662B005,9010001607-02,50210889,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,160.0,160.0,320.0
M422662B005,9010001607-02,50210889,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,3.0,S,0.0,160.0,160.0,320.0
M422662B006,9010001608-02,50210890,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,573.6,S,286.8,S,0.0,121.0,121.0,362.0
M422662B006,9010001608-02,50210890,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,121.0,121.0,362.0
M422662B006,9010001608-02,50210890,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,121.0,121.0,362.0
M422662B006,9010001608-02,50210890,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,121.0,121.0,362.0
M422662B006,9010001608-02,50210890,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,121.0,121.0,362.0
M422662B006,9010001608-02,50210890,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,3.0,S,0.0,121.0,121.0,362.0
M422662B007,9010001609-02,50210891,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,528.0,S,264.0,S,0.0,241.0,241.0,482.0
M422662B007,9010001609-02,50210891,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,241.0,241.0,482.0
M422662B007,9010001609-02,50210891,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,241.0,241.0,482.0
M422662B007,9010001609-02,50210891,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,241.0,241.0,482.0
M422662B007,9010001609-02,50210891,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,241.0,241.0,482.0
M422662B007,9010001609-02,50210891,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,3.0,S,0.0,241.0,241.0,482.0
M422662B008,9010001610-02,50210892,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,551.4,S,275.7,S,0.0,151.0,151.0,302.0
M422662B008,9010001610-02,50210892,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,151.0,151.0,302.0
M422662B008,9010001610-02,50210892,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,151.0,151.0,302.0
M422662B008,9010001610-02,50210892,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,151.0,151.0,302.0
M422662B008,9010001610-02,50210892,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,151.0,151.0,302.0
M422662B008,9010001610-02,50210892,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,3.0,S,0.0,151.0,151.0,302.0
M422662B009,9010001611-02,50210893,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,580.2,S,290.1,S,0.0,116.0,116.0,349.0
M422662B009,9010001611-02,50210893,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,24.0,S,12.0,S,0.0,116.0,116.0,349.0
M422662B009,9010001611-02,50210893,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,12.0,S,0.0,116.0,116.0,349.0
M422662B009,9010001611-02,50210893,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,116.0,116.0,349.0
M422662B009,9010001611-02,50210893,PV01,1303,1,0,50,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,116.0,116.0,349.0
M422662B009,9010001611-02,50210893,PV01,1303,1,0,60,包装,P01-10,1,EA,0.0,S,3.0,S,0.0,116.0,116.0,349.0
M422664B001,8114528M-02,50210894,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,923.4,S,461.7,S,0.0,54.0,54.0,162.0
M422664B001,8114528M-02,50210894,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,54.0,54.0,162.0
M422664B001,8114528M-02,50210894,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,54.0,54.0,162.0
M422664B001,8114528M-02,50210894,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,54.0,54.0,162.0
M422664B001,8114528M-02,50210894,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,54.0,54.0,162.0
M422664B001,8114528M-02,50210894,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,55.2,S,0.0,54.0,54.0,162.0
M422664B001,8114528M-02,50210894,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,10.0,S,0.0,54.0,54.0,162.0
M422664B002,8114530M-02,50210895,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,923.4,S,461.7,S,0.0,51.0,51.0,153.0
M422664B002,8114530M-02,50210895,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,51.0,51.0,153.0
M422664B002,8114530M-02,50210895,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,51.0,51.0,153.0
M422664B002,8114530M-02,50210895,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,51.0,51.0,153.0
M422664B002,8114530M-02,50210895,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,51.0,51.0,153.0
M422664B002,8114530M-02,50210895,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,55.2,S,0.0,51.0,51.0,153.0
M422664B002,8114530M-02,50210895,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,10.0,S,0.0,51.0,51.0,153.0
M422664B003,8114534M-02,50210896,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,923.4,S,461.7,S,0.0,45.0,45.0,225.0
M422664B003,8114534M-02,50210896,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,45.0,45.0,225.0
M422664B003,8114534M-02,50210896,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,45.0,45.0,225.0
M422664B003,8114534M-02,50210896,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,45.0,45.0,225.0
M422664B003,8114534M-02,50210896,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,45.0,45.0,225.0
M422664B003,8114534M-02,50210896,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,55.2,S,0.0,45.0,45.0,225.0
M422664B003,8114534M-02,50210896,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,10.0,S,0.0,45.0,45.0,225.0
M422664B004,8114541M-02,50210897,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,923.4,S,461.7,S,0.0,37.0,37.0,185.0
M422664B004,8114541M-02,50210897,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,37.0,37.0,185.0
M422664B004,8114541M-02,50210897,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,37.0,37.0,185.0
M422664B004,8114541M-02,50210897,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,37.0,37.0,185.0
M422664B004,8114541M-02,50210897,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,37.0,37.0,185.0
M422664B004,8114541M-02,50210897,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,55.2,S,0.0,37.0,37.0,185.0
M422664B004,8114541M-02,50210897,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,10.0,S,0.0,37.0,37.0,185.0
M422664B005,8114555M-02,50210898,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,923.4,S,461.7,S,0.0,28.0,28.0,140.0
M422664B005,8114555M-02,50210898,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,28.0,28.0,140.0
M422664B005,8114555M-02,50210898,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,28.0,28.0,140.0
M422664B005,8114555M-02,50210898,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,28.0,28.0,140.0
M422664B005,8114555M-02,50210898,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,28.0,28.0,140.0
M422664B005,8114555M-02,50210898,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,55.2,S,0.0,28.0,28.0,140.0
M422664B005,8114555M-02,50210898,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,10.0,S,0.0,28.0,28.0,140.0
M422665B001,8115528-02,50210899,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,978.0,S,489.0,S,0.0,43.0,43.0,215.0
M422665B001,8115528-02,50210899,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,43.0,43.0,215.0
M422665B001,8115528-02,50210899,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,43.0,43.0,215.0
M422665B001,8115528-02,50210899,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,43.0,43.0,215.0
M422665B001,8115528-02,50210899,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,43.0,43.0,215.0
M422665B001,8115528-02,50210899,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,43.0,43.0,215.0
M422665B001,8115528-02,50210899,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,43.0,43.0,215.0
M422665B002,8115530-02,50210900,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,975.6,S,487.8,S,0.0,40.0,40.0,200.0
M422665B002,8115530-02,50210900,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,40.0,40.0,200.0
M422665B002,8115530-02,50210900,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,40.0,40.0,200.0
M422665B002,8115530-02,50210900,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,40.0,40.0,200.0
M422665B002,8115530-02,50210900,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,40.0,40.0,200.0
M422665B002,8115530-02,50210900,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,40.0,40.0,200.0
M422665B002,8115530-02,50210900,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,40.0,40.0,200.0
M422665B003,8115534-02,50210901,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,615.0,S,307.5,S,0.0,42.0,42.0,210.0
M422665B003,8115534-02,50210901,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,42.0,42.0,210.0
M422665B003,8115534-02,50210901,PV01,1303,1,0,30,折弯,KAM08-48,1,EA,120.0,S,120.0,S,0.0,42.0,42.0,210.0
M422665B003,8115534-02,50210901,PV01,1303,1,0,40,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,42.0,42.0,210.0
M422665B003,8115534-02,50210901,PV01,1303,1,0,50,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,42.0,42.0,210.0
M422665B003,8115534-02,50210901,PV01,1303,1,0,60,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,42.0,42.0,210.0
M422665B003,8115534-02,50210901,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,42.0,42.0,210.0
M422665B003,8115534-02,50210901,PV01,1303,1,0,80,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,42.0,42.0,210.0
M422665B004,8115536-02,50210902,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,576.6,S,288.3,S,0.0,37.0,37.0,183.0
M422665B004,8115536-02,50210902,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,37.0,37.0,183.0
M422665B004,8115536-02,50210902,PV01,1303,1,0,30,折弯,KAM08-48,1,EA,120.0,S,120.0,S,0.0,37.0,37.0,183.0
M422665B004,8115536-02,50210902,PV01,1303,1,0,40,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,37.0,37.0,183.0
M422665B004,8115536-02,50210902,PV01,1303,1,0,50,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,37.0,37.0,183.0
M422665B004,8115536-02,50210902,PV01,1303,1,0,60,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,37.0,37.0,183.0
M422665B004,8115536-02,50210902,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,37.0,37.0,183.0
M422665B004,8115536-02,50210902,PV01,1303,1,0,80,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,37.0,37.0,183.0
M422665B005,8115539-02,50210903,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,582.0,S,291.0,S,0.0,34.0,34.0,170.0
M422665B005,8115539-02,50210903,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,34.0,34.0,170.0
M422665B005,8115539-02,50210903,PV01,1303,1,0,30,折弯,KAM08-48,1,EA,120.0,S,120.0,S,0.0,34.0,34.0,170.0
M422665B005,8115539-02,50210903,PV01,1303,1,0,40,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,34.0,34.0,170.0
M422665B005,8115539-02,50210903,PV01,1303,1,0,50,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,34.0,34.0,170.0
M422665B005,8115539-02,50210903,PV01,1303,1,0,60,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,34.0,34.0,170.0
M422665B005,8115539-02,50210903,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,34.0,34.0,170.0
M422665B005,8115539-02,50210903,PV01,1303,1,0,80,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,34.0,34.0,170.0
M422665B006,8115545-02,50210904,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,618.0,S,309.0,S,0.0,30.0,30.0,150.0
M422665B006,8115545-02,50210904,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,30.0,30.0,150.0
M422665B006,8115545-02,50210904,PV01,1303,1,0,30,折弯,KAM08-48,1,EA,120.0,S,120.0,S,0.0,30.0,30.0,150.0
M422665B006,8115545-02,50210904,PV01,1303,1,0,40,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,30.0,30.0,150.0
M422665B006,8115545-02,50210904,PV01,1303,1,0,50,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,30.0,30.0,150.0
M422665B006,8115545-02,50210904,PV01,1303,1,0,60,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,30.0,30.0,150.0
M422665B006,8115545-02,50210904,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,30.0,30.0,150.0
M422665B006,8115545-02,50210904,PV01,1303,1,0,80,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,30.0,30.0,150.0
M422665B007,8115558-02,50210905,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,690.0,S,345.0,S,0.0,24.0,24.0,118.0
M422665B007,8115558-02,50210905,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,24.0,24.0,118.0
M422665B007,8115558-02,50210905,PV01,1303,1,0,30,折弯,KAM08-48,1,EA,120.0,S,120.0,S,0.0,24.0,24.0,118.0
M422665B007,8115558-02,50210905,PV01,1303,1,0,40,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,24.0,24.0,118.0
M422665B007,8115558-02,50210905,PV01,1303,1,0,50,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,24.0,24.0,118.0
M422665B007,8115558-02,50210905,PV01,1303,1,0,60,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,24.0,24.0,118.0
M422665B007,8115558-02,50210905,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,24.0,24.0,118.0
M422665B007,8115558-02,50210905,PV01,1303,1,0,80,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,24.0,24.0,118.0
M422666B001,8116428-02,50210906,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,960.0,S,480.0,S,0.0,43.0,43.0,215.0
M422666B001,8116428-02,50210906,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,43.0,43.0,215.0
M422666B001,8116428-02,50210906,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,43.0,43.0,215.0
M422666B001,8116428-02,50210906,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,43.0,43.0,215.0
M422666B001,8116428-02,50210906,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,43.0,43.0,215.0
M422666B001,8116428-02,50210906,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,43.0,43.0,215.0
M422666B001,8116428-02,50210906,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,43.0,43.0,215.0
M422666B002,8116430-02,50210907,PV01,1303,1,0,10,纵切车,KSL08-04,1,EA,1002.6,S,501.3,S,0.0,41.0,41.0,203.0
M422666B002,8116430-02,50210907,PV01,1303,1,0,20,抛光,KPO08-04,1,EA,180.0,S,180.0,S,0.0,41.0,41.0,203.0
M422666B002,8116430-02,50210907,PV01,1303,1,0,30,研磨,KTU08-02,1,EA,72.0,S,36.0,S,0.0,41.0,41.0,203.0
M422666B002,8116430-02,50210907,PV01,1303,1,0,40,清洗,C01-10,1,EA,0.0,S,40.0,S,0.0,41.0,41.0,203.0
M422666B002,8116430-02,50210907,PV01,1303,1,0,50,钳工,B01-10,1,EA,0.0,S,120.0,S,0.0,41.0,41.0,203.0
M422666B002,8116430-02,50210907,PV01,1303,1,0,60,终检,I01-10,1,EA,0.0,S,60.0,S,0.0,41.0,41.0,203.0
M422666B002,8116430-02,50210907,PV01,1303,1,0,70,包装,P01-10,1,EA,0.0,S,8.0,S,0.0,41.0,41.0,203.0
